code,v2,label,visited,payoff,v6,v7,liberal,comment,condition,cause,age,gender,race,volunteer,donated,politics,ceostanceopinion,ceocsropinion,trolley,risk1,risk2,risk3,risk4,risk5,amb1,amb2,amb3,amb4,amb5,amb6,amb7,fair1,fair2,fair3,fair4,fair5,fair6,fair7,fair8,fair9,fair10,risk,amb,fair,match,round_earnings_1,round_earnings_2,round_earnings_3,round_earnings_4,round_earnings_5,round_earnings_6,round_earnings_7,round_earnings_8,round_earnings_9,round_earnings_10,round_earnings_str_1,round_earnings_str_2,round_earnings_str_3,round_earnings_str_4,round_earnings_str_5,round_earnings_str_6,round_earnings_str_7,round_earnings_str_8,round_earnings_str_9,round_earnings_str_10,pre_decision_earnings_1,pre_decision_earnings_2,pre_decision_earnings_3,pre_decision_earnings_4,pre_decision_earnings_5,pre_decision_earnings_6,pre_decision_earnings_7,pre_decision_earnings_8,pre_decision_earnings_9,pre_decision_earnings_10,round_donation_str_1,round_donation_str_2,round_donation_str_3,round_donation_str_4,round_donation_str_5,round_donation_str_6,round_donation_str_7,round_donation_str_8,round_donation_str_9,round_donation_str_10,social_action_1,social_action_2,social_action_3,social_action_4,social_action_5,social_action_6,social_action_7,social_action_8,social_action_9,social_action_10,social_action_b_1,social_action_b_2,social_action_b_3,social_action_b_4,social_action_b_5,social_action_b_6,social_action_b_7,social_action_b_8,social_action_b_9,social_action_b_10,board_block_1,board_block_2,board_block_3,board_block_4,board_block_5,board_block_6,board_block_7,board_block_8,board_block_9,board_block_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,cotton_1,cotton_2,cotton_3,cotton_4,cotton_5,cotton_6,cotton_7,cotton_8,cotton_9,cotton_10,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,type_b_1,type_b_2,type_b_3,type_b_4,type_b_5,type_b_6,type_b_7,type_b_8,type_b_9,type_b_10,cotton_b_1,cotton_b_2,cotton_b_3,cotton_b_4,cotton_b_5,cotton_b_6,cotton_b_7,cotton_b_8,cotton_b_9,cotton_b_10,price_b_1,price_b_2,price_b_3,price_b_4,price_b_5,price_b_6,price_b_7,price_b_8,price_b_9,price_b_10,round_earnings_n_1,round_earnings_n_2,round_earnings_n_3,round_earnings_n_4,round_earnings_n_5,round_earnings_n_6,round_earnings_n_7,round_earnings_n_8,round_earnings_n_9,round_earnings_n_10,type_n_1,type_n_2,type_n_3,type_n_4,type_n_5,type_n_6,type_n_7,type_n_8,type_n_9,type_n_10,cotton_n_1,cotton_n_2,cotton_n_3,cotton_n_4,cotton_n_5,cotton_n_6,cotton_n_7,cotton_n_8,cotton_n_9,cotton_n_10,price_n_1,price_n_2,price_n_3,price_n_4,price_n_5,price_n_6,price_n_7,price_n_8,price_n_9,price_n_10,social_action_n_1,social_action_n_2,social_action_n_3,social_action_n_4,social_action_n_5,social_action_n_6,social_action_n_7,social_action_n_8,social_action_n_9,social_action_n_10,board_block_n_1,board_block_n_2,board_block_n_3,board_block_n_4,board_block_n_5,board_block_n_6,board_block_n_7,board_block_n_8,board_block_n_9,board_block_n_10,donate_num,donate_num_1h,donate_num_2h,black,eastasian,hispanic,multiracial,other,southasian,white,asian,other_race,female,male,nonbinary,unkgender,mismatch,control,match_,earnings,earnings_1h,earnings_2h,donate_pct,donate_pct_1h,donate_pct_2h
7rqrn6wv,lsz5p530,,1,2.03,7rqrn6wv,lsz5p530,1,,Baseline,Everytown for Gun Safety,38,0,White,1,1,3,3,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,4,-2,-2,-2,-2,0,1,1,1,3,4,-.1,1,3,.44999999,2.8,2.8,3.2,2,2.7,2.7,4.0500002,.44999999,3,.44999999,2.8,2.8,3.2,2,2.7,2.7,4.0500002,.44999999,,,,,,,,,,,0,.050000001,0,0,0,0,.30000001,.30000001,.44999999,.050000001,0,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.029999999,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,80,70,80,70,90,40,40,50,40,40,49,39,59,49,29,99,109,99,99,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,2.8,2.8,3.2,2,2.7,2.7,4.0500002,.44999999,Sweater Vest,Sweater Vest,,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,80,70,80,70,90,40,40,50,40,40,49,39,59,49,29,99,109,99,99,89,No Action,,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24.150002,12.25,11.9,.5,.1,.40000001
shf5awx4,lsz5p530,,1,2.6300001,shf5awx4,lsz5p530,1,,Baseline,the National Rifle Association (NRA),26,2,Multi-racial,1,,5,5,5,0,1,0,0,1,1,1,1,1,1,1,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,6,-5,0,2.5999999,2.9000001,2.8800001,2.5,2.75,2.1199999,2.05,2.3,2.3,2.3499999,2.5999999,2.9000001,2.8800001,2.5,2.75,2.1199999,2.05,2.3,2.3,2.3499999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Turtleneck,Cardigan,Cardigan,Turtleneck,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Turtleneck,Turtleneck,100,60,55,100,75,50,25,70,80,55,79,29,26,89,69,97,89,99,109,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5999999,2.9000001,2.8800001,2.5,2.75,,2.05,2.3,2.3,2.3499999,Turtleneck,Cardigan,Cardigan,Turtleneck,Sweater Vest,,Sweater Vest,Cardigan,Turtleneck,Turtleneck,100,60,55,100,75,,25,70,,,79,29,26,89,69,,89,99,,,No Action,No Action,No Action,,No Action,,,No Action,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,24.749998,13.63,11.120001,0,0,0
06xn64xt,lsz5p530,,1,4.2800002,06xn64xt,lsz5p530,1,,Baseline,The American Red Cross,22,0,East Asian,0,1,3,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,0,-1,-3,3,0,-2,3,1,0,1,2,3,.2,2,3,2.95,.44999999,2.75,2.75,2,1.35,.44999999,1.8,5.4000001,3,2.95,.44999999,2.75,2.75,2,1.35,.44999999,1.8,5.4000001,,,,,,,,,,,0,0,.050000001,0,0,0,.15000001,.050000001,0,.60000002,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.30000001,Sweater Vest,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,80,85,85,40,60,80,20,30,49,49,49,69,69,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.95,.44999999,2.75,2.75,2,1.35,.44999999,1.8,5.4000001,Sweater Vest,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,80,85,85,40,60,80,20,30,49,49,49,69,69,99,99,99,99,99,No Action,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,,,,,,,,,,,4,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22.9,11.9,11,.40000001,.1,.30000001
y0xxte49,lsz5p530,,1,4.2800002,y0xxte49,lsz5p530,1,,Baseline,the National Rifle Association (NRA),37,1,Multi-racial,1,1,5,5,5,0,0,0,0,1,1,0,0,0,0,1,1,1,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,2,3,-4,0,3.04,2.99,2.99,3.02,3.04,4.0500002,2.03,4.0500002,4.0500002,4.0500002,3.04,2.99,2.99,3.02,3.04,4.0500002,2.03,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,0,0,0,0,.44999999,.22,.44999999,.44999999,.44999999,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.22,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,85,90,85,85,85,39,45,40,40,40,50,60,55,52,50,100,109,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,Sweater Vest,,,,,,,,,,85,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,33.309998,15.079999,18.23,.5,0,.5
tn2ik37k,lsz5p530,,1,3.5,tn2ik37k,lsz5p530,1,,Baseline,Everytown for Gun Safety,53,1,,1,1,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,1,3,3,-2,0,4,-3,4,0,0,-1,5,4,.80000001,1,3,3,3,3,3,4.0500002,4.0500002,4.0500002,4.0500002,2,3,3,3,3,3,4.0500002,4.0500002,4.0500002,4.0500002,2,,,,,,,,,,,0,0,0,0,0,.44999999,.44999999,.44999999,.44999999,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,40,40,40,40,49,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,Cardigan,,,,,,,,,,40,,,,,,,,,,99,,,,,,,,,,Donate 10% of Period Earnings,,,,,,,,,,,,,,,4,0,4,,,,,,,,0,0,0,1,0,0,0,0,1,33.199997,15,18.200001,.40000001,0,.40000001
kfhbst3h,lsz5p530,,1,4.27,kfhbst3h,lsz5p530,1,,Baseline,The American Red Cross,38,1,White,1,1,5,3,5,1,1,1,1,1,1,1,1,1,0,1,1,1,-2,3,1,-4,-3,-3,-3,-4,2,1,5,6,-1.2,2,3.03,2.9300001,2.9300001,3.02,2.8,2.7,.44999999,2.8900001,4.0500002,4.3200002,3.03,2.9300001,2.9300001,3.02,2.8,2.7,.44999999,2.8900001,4.0500002,4.3200002,,,,,,,,,,,0,0,0,0,0,.30000001,.050000001,0,.44999999,.47999999,0,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.23999999,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,85,85,85,66,100,50,85,75,40,35,51,51,51,33,69,99,51,55,99,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.9300001,2.9300001,3.02,2.8,2.7,.44999999,,,4.3200002,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,,,Cardigan,85,85,85,66,100,50,85,,,35,51,51,51,33,69,99,51,,,102,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,Donate 10% of Period Earnings,,,,,,,,,,,4,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,29.119999,14.71,14.41,.40000001,0,.40000001
psrav92w,lsz5p530,,1,3.97,psrav92w,lsz5p530,1,,Baseline,the National Rifle Association (NRA),36,2,White,0,1,5,4,4,0,0,0,0,1,1,0,0,0,0,1,1,1,-5,-5,-5,5,-2,-5,0,-5,-5,-5,2,3,-3.2,0,2.9400001,2.8900001,3.1400001,3.04,3.04,2,2.4000001,3.3399999,3.3399999,3.3900001,2.9400001,2.8900001,3.1400001,3.04,3.04,2,2.4000001,3.3399999,3.3399999,3.3900001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,100,100,100,100,100,40,100,90,80,90,55,60,35,35,35,99,99,25,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9400001,2.8900001,3.1400001,3.04,3.04,2,2.4000001,3.3399999,3.3399999,3.3900001,Sweater Vest,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,100,100,100,100,100,40,100,90,80,90,55,60,35,35,35,99,99,25,15,20,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,29.519999,15.05,14.47,0,0,0
p49cc33a,lsz5p530,,1,2.75,p49cc33a,lsz5p530,1,,Baseline,Everytown for Gun Safety,18,0,Multi-racial,1,1,5,4,4,1,0,0,1,1,1,0,0,1,1,1,1,1,0,-4,5,4,-2,0,0,1,-2,0,3,5,.2,1,2.9000001,.44999999,.44999999,3.04,1.8,2.7,4.0500002,5.9400001,.44999999,.44999999,2.9000001,.44999999,.44999999,3.04,1.8,2.7,4.0500002,5.9400001,.44999999,.44999999,,,,,,,,,,,0,.050000001,.050000001,0,.2,.30000001,.44999999,.66000003,.050000001,.050000001,0,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.029999999,Turtleneck,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Turtleneck,Sweater Vest,80,65,85,90,85,50,40,25,40,35,49,52,50,45,54,99,99,100,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,.44999999,.44999999,3.04,1.8,2.7,4.0500002,5.9400001,.44999999,.44999999,Turtleneck,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Turtleneck,Sweater Vest,80,65,85,90,85,50,40,25,40,35,49,52,50,45,54,99,99,100,100,99,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,8,3,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,22.230001,8.6400003,13.59,.80000001,.30000001,.5
7uan80c3,lsz5p530,,1,3.49,7uan80c3,lsz5p530,1,,Baseline,The American Red Cross,29,1,White,0,0,4,3,4,1,0,0,0,1,1,0,0,0,0,1,1,1,-3,-4,-3,2,-3,-4,-3,-3,-4,-3,2,3,-2.8,2,3,.44999999,1.35,3.0999999,.44999999,.44999999,4.73,5.6700001,4.8600001,1.89,3,.44999999,1.35,3.0999999,.44999999,.44999999,4.73,5.6700001,4.8600001,1.89,,,,,,,,,,,0,.050000001,.15000001,0,.050000001,.050000001,.51999998,.63,.54000002,0,0,1,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,100,70,80,80,80,35,28,24,27,49,60,24,39,39,99,99,99,89,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,1.35,3.0999999,.44999999,.44999999,4.73,5.6700001,4.8600001,1.89,Sweater Vest,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,100,70,80,80,80,35,28,24,27,49,60,24,39,39,99,99,99,89,97,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,25.950001,8.3500004,17.6,.69999999,.30000001,.40000001
g2b0tcuj,lsz5p530,,1,3.2,g2b0tcuj,lsz5p530,1,,Baseline,The American Red Cross,22,1,Hispanic,0,0,4,3,3,1,0,0,0,1,1,0,0,0,0,1,1,1,-2,1,-2,-5,1,0,-1,-2,0,-1,2,3,-1.1,2,.44999999,3,3,2.8,1.8,2.2,2.4000001,2.74,.44999999,2,.44999999,3,3,2.8,1.8,2.2,2.4000001,2.74,.44999999,2,,,,,,,,,,,.050000001,0,0,0,.2,0,0,0,.050000001,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Turtleneck,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,90,80,80,100,70,60,80,40,100,40,59,49,39,59,29,99,99,25,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,3,,,,,,,,,Sweater Vest,Sweater Vest,,Cardigan,,,Turtleneck,Cardigan,,,90,80,,,,,40,100,,,59,49,,29,,,25,10,,,Donate 10% of Period Earnings,No Action,,No Action,,,,,,,,,,,,,,,,,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,20.84,11.05,9.79,.30000001,.2,.1
hwv2cgbc,lsz5p530,,1,2.27,hwv2cgbc,lsz5p530,1,,Baseline,the National Rifle Association (NRA),21,0,White,1,1,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,-2,0,-5,1,-2,-4,-4,0,0,-2.5999999,0,3,2.5899999,2.5899999,2.6900001,2.54,2,2.04,2.5899999,4.0500002,.44999999,3,2.5899999,2.5899999,2.6900001,2.54,2,2.04,2.5899999,4.0500002,.44999999,,,,,,,,,,,0,0,0,0,0,0,0,0,.44999999,.050000001,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.029999999,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,50,10,20,10,40,35,60,40,10,49,50,10,20,15,99,90,60,99,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turtleneck,,Sweater Vest,,,,,Sweater Vest,,,,,90,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.540001,13.410001,11.13,.2,0,.2
i1ftsaux,lsz5p530,,1,4.3600001,i1ftsaux,lsz5p530,1,,Baseline,Everytown for Gun Safety,52,0,White,1,1,5,5,5,1,0,0,0,0,1,0,0,0,0,1,1,1,-4,-5,0,3,-3,-5,-3,-4,-3,-5,1,3,-2.9000001,1,.44999999,.44999999,.44999999,.44999999,.44999999,5.4000001,6.0700002,6.75,8.1000004,6.75,.44999999,.44999999,.44999999,.44999999,.44999999,5.4000001,6.0700002,6.75,8.1000004,6.75,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.60000002,.68000001,.75,.89999998,.75,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.44,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,85,80,80,80,30,25,20,10,0,49,59,39,29,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,.44999999,5.4000001,6.0700002,6.75,8.1000004,6.75,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,85,80,80,80,30,25,20,10,0,49,59,39,29,49,99,99,99,99,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,35.32,2.25,33.07,1,.5,.5
z8fo64rk,lsz5p530,,1,2.4400001,z8fo64rk,lsz5p530,1,,Baseline,The American Red Cross,26,0,White,0,1,5,4,5,1,0,0,0,1,1,0,0,0,1,1,1,1,-5,-4,-1,1,-2,-5,-5,-4,-3,-4,2,4,-3.2,2,.44999999,2.3399999,.44999999,2.5899999,.44999999,2.7,2.4000001,1.35,5.4000001,1.89,.44999999,2.3399999,.44999999,2.5899999,.44999999,2.7,2.4000001,1.35,5.4000001,1.89,,,,,,,,,,,.050000001,0,.050000001,0,.050000001,.30000001,0,.15000001,.60000002,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,75,50,50,80,75,50,80,60,30,30,45,75,49,80,85,99,99,99,99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,2.3399999,.44999999,2.5899999,.44999999,2.7,2.4000001,1.35,5.4000001,1.89,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,75,50,50,80,75,50,80,60,30,30,45,75,49,80,85,99,99,99,99,100,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,,,,,,,,,,,6,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.019999,6.2799997,13.740001,.60000002,.30000001,.30000001
w9yxb6b2,lsz5p530,,1,3.2,w9yxb6b2,lsz5p530,1,,Baseline,the National Rifle Association (NRA),67,0,White,1,1,4,5,4,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,-5,3,-1,-5,0,-1,1,-1,2,3,-.89999998,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,80,80,80,80,80,80,80,40,80,80,49,49,49,49,49,49,49,99,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,Sweater Vest,Sweater Vest,Sweater Vest,,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,,80,80,80,80,80,80,80,80,80,80,49,49,49,49,49,49,49,49,49,49,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,29,15,14,0,0,0
wlmugpm8,lsz5p530,,1,4.21,wlmugpm8,lsz5p530,1,,Baseline,The American Red Cross,35,0,White,0,1,5,5,5,0,0,0,0,1,1,0,0,0,0,1,1,1,-3,-3,-5,1,0,-3,-2,-3,1,-3,2,3,-2,2,.89999998,.89999998,.44999999,.44999999,2.8399999,1.35,5.4000001,6.75,6.75,6.3499999,.89999998,.89999998,.44999999,.44999999,2.8399999,1.35,5.4000001,6.75,6.75,6.3499999,,,,,,,,,,,.1,.1,.050000001,.050000001,0,.15000001,.60000002,.75,.75,.69999999,1,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.38,Turtleneck,Turtleneck,Turtleneck,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,90,85,100,70,80,60,30,20,20,20,59,64,75,45,55,99,99,99,99,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.89999998,.89999998,.44999999,.44999999,2.8399999,1.35,5.4000001,6.75,6.75,6.3499999,Turtleneck,Turtleneck,Turtleneck,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,90,85,100,70,80,60,30,20,20,20,59,64,75,45,55,99,99,99,99,102,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,9,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,32.139999,5.54,26.6,.89999998,.40000001,.5
oi6v76qk,lsz5p530,,1,3.3,oi6v76qk,lsz5p530,1,,Baseline,the National Rifle Association (NRA),26,0,East Asian,1,1,5,4,4,0,0,0,0,1,1,0,0,0,0,0,1,1,-3,0,-2,-2,-3,-5,2,5,-2,-4,2,2,-1.4,0,2.9000001,2.8099999,2.8900001,2.4000001,2.5999999,2,2.54,2.4000001,2.79,2.5,2.9000001,2.8099999,2.8900001,2.4000001,2.5999999,2,2.54,2.4000001,2.79,2.5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,70,70,100,60,40,40,10,75,60,49,48,50,99,59,99,45,29,55,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,2.8099999,2.8900001,2.4000001,2.5999999,2,2.54,2.4000001,2.79,2.5,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,70,70,100,60,40,40,10,75,60,49,48,50,99,59,99,45,29,55,69,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,25.829998,13.6,12.23,0,0,0
