participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.prolific_id,player.start_time,player.end_time,player.round_earnings,player.round_earnings_str,player.condition,player.survey_key,player.cause,player.consent,player.confirm_cause_nra,player.confirm_cause_etfgs,player.confirm_cause_rc,player.confirm_money,player.donation,player.donation_sum,player.round_donation_str,player.donation_str,player.payoff_a,player.payoff_a_str,player.payoff_b,player.payoff_b_str,player.paying_round_a,player.paying_round_b,player.rand_num,player.social_action_count,player.type,player.cotton,player.price,player.social_action,player.type1,player.cotton1,player.price1,player.social_action1,player.t_match1,player.t_match2,player.t_match3,player.d_match1,player.d_match2,player.d_match3,player.match1,player.match2,player.match3,player.round_earnings_n,player.type_n,player.cotton_n,player.price_n,player.social_action_n,player.board_block_n,player.type_b,player.cotton_b,player.price_b,player.social_action_b,player.board_block,player.board_penalty,player.pre_decision_earnings,player.attention_check,player.free_response_1,player.free_response_2,player.free_response_3,player.free_response_4,player.free_response_b1,player.free_response_b2,player.free_response_r1,player.free_response_r2,player.age,player.gender,player.race,player.volunteer,player.donated,player.politics,player.stance_opinion,player.csr_opinion,player.trolley,player.risk1,player.risk2,player.risk3,player.risk4,player.risk5,player.amb1,player.amb2,player.amb3,player.amb4,player.amb5,player.amb6,player.amb7,player.fair1,player.fair2,player.fair3_r,player.fair4_r,player.fair5,player.fair6_r,player.fair7,player.fair8_r,player.fair9,player.fair10,player.risk_payoff,player.risk_payoff_str,player.amb_payoff,player.amb_payoff_str,player.open_comments,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
211,nbsqf7q2,,0,280,280,spi_strategies,FinalPayment,10.63.224.151,2020-07-13 16:58:17.262071+00:00,1,,,2.73,211,,,,3.0,3.00,,,,,,,,,0.0,,0.00,,1.5,1.50,,,,,,,Sweater Vest,100,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,100,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1,5,fvhzp1ip,,,,,,0
212,301fxak1,,0,280,280,spi_strategies,FinalPayment,10.45.161.126,2020-07-13 16:58:21.527659+00:00,1,,,3.66,212,,,,3.05,3.05,,,,,,,,,0.0,,0.00,,1.52,1.52,,,,,,,Sweater Vest,85,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.05,Sweater Vest,85,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1,5,fvhzp1ip,,,,,,0
213,1esupm7a,,0,281,280,spi_strategies,FinalPayment,10.95.177.213,2020-07-13 17:00:19.274495+00:00,1,,,2.89,213,,,,2.89,2.89,,,,,,,,,0.0,,0.00,,1.44,1.44,,,,,,,Cardigan,90,60,No Action,Sweater Vest,80,49,No Action,0,0,1,1,0,,0,1,0,2.89,Cardigan,90,60,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1,5,fvhzp1ip,,,,,,0
214,8q5wzw7p,,0,281,280,spi_strategies,FinalPayment,10.73.248.58,2020-07-13 17:01:57.112809+00:00,1,,,3.84,214,,,,3.0,3.00,,,,,,,,,0.0,,0.00,,1.5,1.50,,,,,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1,5,fvhzp1ip,,,,,,0
215,wtdr8jie,,0,281,280,spi_strategies,FinalPayment,10.7.164.30,2020-07-13 17:02:02.296370+00:00,1,,,3.65,215,,,,2.99,2.99,,,,,,,,,0.0,,0.00,,1.5,1.50,,,,,,,Sweater Vest,85,55,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,2.99,Sweater Vest,85,55,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1,5,fvhzp1ip,,,,,,0
216,gzxbj4vw,,0,280,280,spi_strategies,FinalPayment,10.158.213.109,2020-07-13 17:02:26.694806+00:00,1,,,3.32,216,,,,2.94,2.94,,,,,,,,,0.0,,0.00,,1.47,1.47,,,,,,,Sweater Vest,70,45,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1,5,fvhzp1ip,,,,,,0
217,68u37bdp,,0,280,280,spi_strategies,FinalPayment,10.109.140.73,2020-07-13 17:03:54.531809+00:00,1,,,3.24,217,,,,3.09,3.09,,,,,,,,,0.0,,0.00,,1.54,1.54,,,,,,,Cardigan,89,39,No Action,Sweater Vest,80,49,No Action,0,0,1,1,0,,0,1,0,3.09,Cardigan,89,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1,5,fvhzp1ip,,,,,,0
218,c5j9sd8n,,0,280,280,spi_strategies,FinalPayment,10.7.164.30,2020-07-13 17:49:15.176534+00:00,1,,,3.40,218,,,,2.4,2.40,,,,,,,,,0.0,,0.00,,1.2,1.20,,,,,,,Cardigan,80,49,No Action,Sweater Vest,80,49,No Action,0,0,1,1,0,,0,1,0,2.40,Cardigan,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,1,5,fvhzp1ip,,,,,,0
219,q3ny0v88,,0,281,280,spi_strategies,FinalPayment,10.69.232.242,2020-07-13 18:11:44.291248+00:00,1,,,3.55,219,,,,3.1,3.10,,,,,,,,,0.0,,0.00,,1.55,1.55,,,,,,,Sweater Vest,80,39,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1,5,fvhzp1ip,,,,,,0
220,4k0iqnh4,,0,280,280,spi_strategies,FinalPayment,10.5.241.183,2020-07-13 18:15:10.840904+00:00,1,,,0.91,220,,,,0.45,0.45,,,,,,,,,0.03,,0.05,,0.23,0.23,,,,,,,Sweater Vest,100,65,Donate 10% of Period Earnings,Sweater Vest,80,49,No Action,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,100,65,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1,5,fvhzp1ip,,,,,,0
221,jkz5g10c,,0,280,280,spi_strategies,FinalPayment,10.81.230.166,2020-07-13 18:23:05.064035+00:00,1,,,1.46,221,,,,0.45,0.45,,,,,,,,,0.03,,0.05,,0.23,0.23,,,,,,,Cardigan,72,42,Donate 10% of Period Earnings,Sweater Vest,80,49,No Action,0,0,1,0,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1,5,fvhzp1ip,,,,,,0
222,6zcids4a,,0,0,280,,,,,0,,,0.00,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
223,hs5hgtbo,,0,0,280,,,,,0,,,0.00,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
224,kkg5fq9y,,0,0,280,,,,,0,,,0.00,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
225,5gjzpfnb,,0,0,280,,,,,0,,,0.00,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
226,jvmm4ms8,,0,0,280,,,,,0,,,0.00,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
227,26iml3dc,,0,0,280,,,,,0,,,0.00,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
228,zs148m5z,,0,0,280,,,,,0,,,0.00,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
229,rl0zisc1,,0,0,280,,,,,0,,,0.00,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
230,lkln46cb,,0,0,280,,,,,0,,,0.00,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
231,uxhqyn1p,,0,0,280,,,,,0,,,0.00,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
232,htktdusq,,0,0,280,,,,,0,,,0.00,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
233,yw4yuee8,,0,0,280,,,,,0,,,0.00,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
234,l3acl5j0,,0,0,280,,,,,0,,,0.00,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
235,ryw5rjaa,,0,0,280,,,,,0,,,0.00,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
236,h48bhzt4,,0,0,280,,,,,0,,,0.00,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
237,oyv3fc8m,,0,0,280,,,,,0,,,0.00,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
238,o5ogrluo,,0,0,280,,,,,0,,,0.00,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
239,npoj73a6,,0,0,280,,,,,0,,,0.00,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
240,bz6m1whw,,0,0,280,,,,,0,,,0.00,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
241,un6ec4a6,,0,0,280,,,,,0,,,0.00,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
242,nswzx9hn,,0,0,280,,,,,0,,,0.00,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
243,96zkpy1h,,0,0,280,,,,,0,,,0.00,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
244,cbxsaoa2,,0,0,280,,,,,0,,,0.00,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
245,oyhd2hx1,,0,0,280,,,,,0,,,0.00,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
246,gmfebxeq,,0,0,280,,,,,0,,,0.00,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
247,tzpryj5p,,0,0,280,,,,,0,,,0.00,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
248,6v9g9uwp,,0,0,280,,,,,0,,,0.00,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
249,t0m9antf,,0,0,280,,,,,0,,,0.00,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
250,d9pvxy9d,,0,0,280,,,,,0,,,0.00,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
251,abbavk8q,,0,0,280,,,,,0,,,0.00,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
252,7muocjbc,,0,0,280,,,,,0,,,0.00,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
253,t37l3vnh,,0,0,280,,,,,0,,,0.00,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
254,359y9u6r,,0,0,280,,,,,0,,,0.00,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
255,s8e6u6k5,,0,0,280,,,,,0,,,0.00,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
256,s61mjnwg,,0,0,280,,,,,0,,,0.00,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
257,ha1iuuz7,,0,0,280,,,,,0,,,0.00,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
258,hkh4bty3,,0,0,280,,,,,0,,,0.00,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
259,o0ubc7f7,,0,0,280,,,,,0,,,0.00,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
260,vzddgq18,,0,0,280,,,,,0,,,0.00,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
261,9kge1lj9,,0,0,280,,,,,0,,,0.00,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
262,5iy95wgh,,0,0,280,,,,,0,,,0.00,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
263,r5twmu62,,0,0,280,,,,,0,,,0.00,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
264,tvmpp50c,,0,0,280,,,,,0,,,0.00,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
265,z5egpxz9,,0,0,280,,,,,0,,,0.00,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
266,uy62vlat,,0,0,280,,,,,0,,,0.00,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
267,wsvdzyxm,,0,0,280,,,,,0,,,0.00,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
268,9zhjop1c,,0,0,280,,,,,0,,,0.00,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
269,nv3y74h5,,0,0,280,,,,,0,,,0.00,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
270,e7w3ob7p,,0,0,280,,,,,0,,,0.00,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
271,ecm4fm3u,,0,0,280,,,,,0,,,0.00,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
272,92fgjt1a,,0,0,280,,,,,0,,,0.00,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
273,19a1s5xt,,0,0,280,,,,,0,,,0.00,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
274,b3fb127w,,0,0,280,,,,,0,,,0.00,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
275,zlj1c3hz,,0,0,280,,,,,0,,,0.00,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
276,rkrjmugt,,0,0,280,,,,,0,,,0.00,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
277,m7xkietq,,0,0,280,,,,,0,,,0.00,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
278,8kf7z9xb,,0,0,280,,,,,0,,,0.00,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
279,xj777a7y,,0,0,280,,,,,0,,,0.00,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
280,eo1humwa,,0,0,280,,,,,0,,,0.00,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
281,v6neq4xd,,0,0,280,,,,,0,,,0.00,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
282,qa7ei2sf,,0,0,280,,,,,0,,,0.00,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,5,fvhzp1ip,,,,,,0
